,,作者,题名,文献来源,年,卷,期,页码,ISSN,关键词,机构,摘要
396,,赵健;,高校辅导员核心价值观的培育,教育理论与实践,2015,v.35;No.545,18,34-36,1004-633X,高校辅导员;核心价值观;培育,山东科技大学电气与自动化工程学院;,"忠诚教育、敬业爱生、育人为本、勤学笃行是高校辅导员核心价值观的体现。培育高校辅导员的核心价值观,重在学习、养成、引领,通过政策、制度、环境等引领高校辅导员职业的发展,实现事业的追求,促进高校辅导员职业的社会认同感的增强。"
397,,贾连芝;,高校辅导员家访机制优化研究,黑龙江高教研究,2015,No.254,6,97-99,1003-2614,辅导员;家访;家校合作;家庭教育,河北师范大学信息技术学院;,"辅导员家访是家校合作教育的重要形式,开始受到越来越多学校的重视,在实施过程中具有很好的成效。在辅导员实地家访中,以通过精选家访对象、完善制度建设、拓宽家访形式、加强宣传教育、扩展家访队伍等方式,来优化家访机制,提升家校合作水平。"
398,,朱冬香;蔡瑞龙;徐娜;,学生发展辅导课视域下的辅导员教学能力提升路径研究,山东社会科学,2015,,S1,126-128,1003-4145,辅导员;专业化;教学能力;发展辅导,北京化工大学党委学工部思政研究中心;,"学生发展辅导课是以学生发展需求为导向,激发学生潜能为手段,以辅导员为授课主体的分层次、多维度、系统化课程。发展辅导课视域下,辅导员提升教学能力有利于提升辅导员综合能力,促进全面发展,有利于增强思政教育工作感染性和吸引力,满足学生发展需求,有利于促进第一课堂与第二课堂结合,打造立体式育人结构。学校着力构建辅导员教学能力的提升路径,全面推进辅导员专业化、职业化建设。"
399,,苏智;张为峰;,高校辅导员“导演模式”工作思路创新探究——以哈尔滨工程大学船舶工程学院为例,思想教育研究,2015,No.251,6,89-92,1002-5707,导演模式;思想政治教育;学生工作,哈尔滨工程大学船舶工程学院;哈尔滨工程大学动力与能源工程学院;,"针对传统教育管理模式的不足,本文面向辅导员工作,提出了一种新型学生工作管理模式——导演模式,进而对能动群体、制度建设、组织改革和个性指导四个方面的实践研究予以阐述。建设效果表明该模式对学生工作模式改革具有借鉴意义。"
400,,汪娟;邵艳军;,“四个教育”目标导向下的民办高校辅导员队伍建设探析——以北京城市学院为例,思想教育研究,2015,No.251,6,93-95,1002-5707,“四个教育”;民办高校;辅导员;队伍建设,北京城市学院学生处;,"新时期如何建设好一支过硬的辅导员队伍关系到高校学生工作的成败,尤其是对于民办高校来说更是如此。北京城市学院根据党和政府相关文件精神提出了""四个教育""理念的辅导员队伍建设思路,在""四个教育""理念的指导下,对辅导员队伍的""选、用、育、留""4个环节进行了创新实践,取得了良好的效果。"
401,,欧阳沁;李建忠;韩见;张瑜;,清华大学“双肩挑”政治辅导员校友在校期间表现与职业发展状况实证研究,思想教育研究,2015,No.251,6,103-107,1002-5707,“双肩挑”;政治辅导员制度;辅导员队伍建设;职业发展,清华大学高校德育研究中心;清华大学党委宣传部;清华大学党委学生部;,"2013年是清华大学""双肩挑""政治辅导员制度建立60周年。为了深入研究""双肩挑""政治辅导员制度的育人规律,清华大学课题组对1953年以来各个时期的649名辅导员校友在校期间表现和职业发展状况进行了问卷调研,并与1800余名非辅导员校友的情况进行了对比研究。结果表明,""双肩挑""辅导员经历对辅导员校友的人生观和价值观产生了重大影响,对他们综合能力提升起到了积极作用;相比非辅导员校友,辅导员校友的职业发展更具优势,事业成就感更强、满意度更高。基于上述发现,本文最后对进一步完善清华""双肩挑""政治辅导员制度提出了若干建议。"
402,,朱丹;刘正之;,网络时代辅导员思政工作方法及路径探索,思想战线,2015,v.41,S1,66-67,1001-778X,网络时代;辅导员;思想政治教育,云南大学国际学院;云南大学体育学院;,"随着网络时代的到来,传统的高校思想政治教育工作方法将不再适应新形势的发展需求,高校辅导员必须立足当前、紧跟形势才能打破高校大学生思政教育的瓶颈。本文旨在分析网络对高校思政工作的影响,从而对当前高校思政教育工作中存在的不足及其原因进行深刻的分析,进而为网络时代下辅导员的思政工作寻找到一条新路径、新方法。"
403,,褚诗茜;章国平;白玲;,职业锚视野下高校辅导员职业特定能力的培养,教育评论,2015,No.193,7,77-80,1004-1109,职业锚;高校辅导员;职业特定能力,东华理工大学;,"高校辅导员的职业特定能力包括学生事务管理能力和与学生沟通表达能力。文章通过运用职业锚理论定位出高校辅导员职业特定能力的类型,结合目前我国高校辅导员职业特定能力的实际问题,从动态能力分层、建立递进分层式培训目标群、设计鲜活课程以及建立多层次评估体系等角度出发,探索高校辅导员职业特定能力的培养之路。"
404,,杨雪龙;,高校青年辅导员的心理问题发生机制——基于压力—资源模型的视角,思想教育研究,2015,No.252,7,74-77,1002-5707,辅导员;心理健康;压力;资源,浙江师范大学学生处;,"近年来,辅导员的心理健康问题逐渐成为制约高校辅导员队伍专业化、职业化的桎梏。采用辅导员角色压力问卷、症状自评量表、核心自我评价量表和社会支持评定量表对2231名高校青年辅导员进行调查发现:角色压力是辅导员心理健康的重要风险因素,而积极的核心自我评价和社会支持则是辅导员心理健康的保护性因素;辅导员心理问题的压力——资源模型拟合效果良好,能够有效地解释辅导员心理问题的发生机制。"
405,,项青;赵红灿;,高校辅导员组织公民行为的实证研究——基于组织微观环境视角,西南交通大学学报(社会科学版),2015,v.16;No.87,3,50-56,1009-4474,高校辅导员;组织公民行为;组织微观环境,中国矿业大学信息与电气工程学院;中国矿业大学党委宣传部;,"假设高校辅导员组织公民行为与组织微观环境具有一定的关联性,通过调查问卷获得数据,并使用SPSS18.0软件对所得数据进行统计分析,总结出了工作环境特征、工作特征、工作压力、情感承诺、绩效管理、人口统计学变量及组织特征变量等因素对高校辅导员组织公民行为存在着影响。因此,通过优化高校辅导员的工作环境、提升其职业价值感、进行高校辅导员组织结构再造等方式完善组织微观环境,达到激发高校辅导员组织公民行为的目标。"
406,,陈新星;林伟毅;,价值引领:辅导员开展大学生心理危机干预的着眼点,思想理论教育,2015,No.438,9,88-92,1007-192X,价值引领;辅导员;大学生;心理危机干预,福建师范大学教育部高校辅导员培训和研修基地、马克思主义学院;集美大学诚毅学院;,"价值引领是心理危机干预的""原动力""、""坐标系""与""免疫剂"",有助于构建清晰完整的大学生心理危机干预体系。以价值引领为着眼点明确大学生心理危机干预多元主体的分工和职责,能够有效协同各教育主体,有助于辅导员发挥自身优势,明确角色定位,解决心理危机中深层次的心理问题,达成大学生心理危机干预的最高目标。辅导员运用价值引领开展大学生危机干预要坚持日常化、个性化、实践化、协同化、常态化原则,帮助大学生建立""心理-价值""系统。"
407,,朱平;,高校辅导员专业化的岗位设置研究——基于《高校辅导员职业能力标准(暂行)》的思考,思想理论教育,2015,No.438,9,102-106,1007-192X,高校辅导员专业化;岗位设置;职业分级;工作模式,安徽师范大学政治学院;,"高校辅导员的专业化岗位是指与高校管理岗位、工勤岗位相区别的实际从事专业技术工作的岗位。《普通高等学校辅导员职业能力标准(暂行)》以""职业功能""的表述方式从思想政治教育、党团和班级管理等九个方面对这一岗位的职责作了具体明确的规定。除了已经存在的心理咨询师、就业指导师、生涯规划师和创业指导师等岗位外,还应设置如思想指导师、学生管理师等与辅导员职业功能大体对应的新岗位。这些岗位设置面临的困难从现象上看是现行高校管理体制和机制的束缚,但实质还是高校的领导者和决策者教育理念与办学指导思想尚未转变、改革创新和担当意识不强的问题。高校辅导员的职级分级是专业化岗位设置的逻辑前提和实践基础,分级以后辅导员的工作模式将由现行的""个人包干""转向初、中、高级辅导员""三人小组""合作模式,在学校层面则有由不同专业方向高级辅导员组成的""专家团队"",两者共同构成校、院(系)两级相互分工与合作的辅导员队伍配置和工作的新构架、新模式。"
408,,朱俊英;王群;,加强高校辅导员自我认同的研究,思想理论教育,2015,No.439,10,108-111,1007-192X,辅导员;自我认同;辅导员培训;职业能力,上海市委党校第四分校;,"辅导员较高程度的自我认同是做好大学生思想政治教育工作的重要基础。通过调查发现,当前辅导员的自我认同还存在一系列的问题,如工作能力与现实要求、知识结构与职业需求、职业认同与发展要求、高压力的工作状态与心理调适能力、大局意识与个性完善存在差距。对此,高校和相应的辅导员培训机构,应以坚定理想信念为宗旨,以提高工作实效为目标,以拓展科学知识为内容,以丰富教学手段为桥梁,以消除职业倦怠、提升能力素养为辅助,增强辅导员身份的自我认同和归属感。"
