作者,题名,文献来源,年,期,页码,关键词,机构
吉乐;,网络环境下的文化生态素养与意识形态认同教育,理论与改革,2015,5,168-171,文化生态;意识形态认同;网络环境;中国梦,西安交通大学;
李亚员;,改革开放以来社会思潮研究现状述评——基于30多年来有关期刊文献关键词的计量分析,江汉论坛,2015,9,59-64,社会思潮;社会主义核心价值观;共词分析;知识图谱,东北师范大学思想政治教育研究中心;吉林大学马克思主义学院;
贾建芳;,以问题为导向的中国特色社会主义话语体系,上海师范大学学报(哲学社会科学版),2015,5,38-45,中国问题;中国特色社会主义;话语体系;话语权,中共中央党校马克思主义理论教研部;
王易;,科学引领多样化社会思潮是高校宣传思想工作的重要责任,中国高等教育,2015,Z2,44-46,多样化社会;思想舆论;青年学生;政治理论课;多元文化背景;社会生活;思想工作能力;思想道德状况;意识形态工作;舆情分析;,中国人民大学马克思主义学院;
付晓丽;,注意力经济学视域中大学生社会主义核心价值观的传播,河南社会科学,2015,8,61-64,社会主义核心价值观;注意力经济;注意力聚合;传播效果,华中科技大学社会学系;
刘世华;,社会思潮激荡下大学生面临的思想问题及思想政治理论课建设的针对性论析,思想教育研究,2015,9,49-52,社会思潮;大学生;思想问题;对策,东北师范大学马克思主义学部;
钟锡南;,金圣叹文学评点的女性观,中国文学研究,2015,4,62-66,金圣叹;文学评点;女性观,湖南师范大学文学院;
吴建民;徐梅;,玄学论辩对魏晋南北朝文论建构之影响,南昌大学学报(人文社会科学版),2015,5,129-132,玄学;言意之辩;有无之辩;才性之辩;文论建构,江苏师范大学文学院;宿迁学院文理学院;
姚彬彬;,超越“经济决定论”的文化史书写,湖北大学学报(哲学社会科学版),2015,6,146-147,经济决定论;决定力量;历史书写;教条化;思想学说;文化主体;政治理论;历史背景;冯天瑜;德意志意识形态;,武汉大学中国传统文化研究中心;
苏凤;,中国戏曲艺术与后现代主义思潮,戏曲艺术,2015,3,103-106,戏曲;后现代主义;多元化;创新,中国戏曲学院国际文化交流系;
季淑凤;,古词译介与经典重构:美国李清照词的翻译出版,出版科学,2015,6,98-103,李清照词;翻译出版;中国文化“走出去”,淮北师范大学外国语学院;
佘双好;,当代社会思潮对青年学生影响的新趋势及应对策略,中国青年研究,2015,11,31-37,当代社会思潮;青年学生;应对,武汉大学马克思主义学院;武汉大学马克思主义理论与中国实践协同创新中心;
蒯正明;,小康社会意识形态样式及其思考,宁夏社会科学,2015,6,26-31,小康社会;意识形态;安全,温州大学马克思主义研究所;中国社会科学院马克思主义研究院;
宗爱东;,关于哲学社会科学青年知识分子价值观现状的几点思考,毛泽东邓小平理论研究,2015,9,50-56+92,哲学社会科学;青年知识分子;价值观,上海市学生德育发展中心;复旦大学马克思主义学院;
李晔;,主流意识形态的认同机理及其建构——社会主义核心价值观的价值证成逻辑,学术探索,2015,10,11月15日,主流意识形态;社会主义核心价值观;认同;建构,陕西师范大学政治经济学院;
袁剑;,二十世纪三四十年代拉铁摩尔理论的在华接受史——以民国报刊与文献的梳理与分析为例,西南民族大学学报(人文社科版),2015,11,7月12日,拉铁摩尔;边疆研究;接受史;民国时期,中央民族大学世界民族学人类学研究中心;
王友明;,理想信念:党员干部必须补足的“精神之钙”,红旗文稿,2015,19,30-31,党员干部;政治理论教育;问卷调查;教育方法;教育工作;三实;政治立场;教育主阵地;三严;感恩教育;,中国浦东干部学院科研部;中国浦东干部学院改革开放研究中心;
白冰;,五四时期毛泽东对多种社会思潮的比较与对马克思主义的最终选择,党的文献,2015,6,53-57,五四时期;毛泽东;无政府主义;马克思主义,北京大学马克思主义学院;
,欢迎订阅红旗文稿,党建,2015,12,65,红旗文稿;求是杂志社;核心学术期刊;理论战线;中文核心期刊;宣传事业;中共中央机关;政治理论;《求是》杂志;,
李晓栋;李金龙;,后现代主义与我国体育研究,体育科学,2015,11,89-96,现代主义;后现代主义;体育研究;多元化;差异性,山西大学体育学院;
,敬请赐稿 欢迎订阅,北京大学学报(哲学社会科学版),2015,5,162,理论前沿;北京大学学报;“双百”方针;理论联系实际;人文资源;编校质量;学术热点;学术探索;国学季刊;网上投稿系统;,
柴可辅;,东林视域下的《天主实义》与“补儒”困境,社会科学研究,2016,5,153-159,东林学风;天主实义;合儒;补儒,浙江工商大学哲学系;
陶鹏;,网络语境下历史虚无主义的流变及其批判,中州学刊,2016,8,167-172,网络语境;历史虚无主义;批判,中共河南省直机关党校;中共河南省直机关党校信息中心;
,欢迎订阅红旗文稿,红旗文稿,2016,16,42,红旗文稿;求是杂志社;中共中央机关;理论战线;宣传事业;政治理论;《求是》杂志;理论热点;,
施祖麟;任星欣;,被忽视的逻辑缺陷与经验证据:对“后发劣势”的再思考,贵州社会科学,2016,9,123-129,后发劣势;宪政转型;激进转型,清华大学;
谢惠媛;李悦;,批判与重构——马克思道德思想的内涵及意义探析,甘肃理论学刊,2016,4,108-112,马克思;道德;批判;重构,北京航空航天大学思想政治理论学院;
熊月之;,新群体、新网络与新话语体系的确立——以《格致书院课艺》为中心,学术月刊,2016,7,140-156,格致书院课艺;新群体;新网络;新话语体系,上海社会科学院;
朱琳;,20世纪上半叶社会思潮纷争对马克思主义中国化的影响,湖北社会科学,2016,9,17-24,社会思潮;马克思主义中国化;文化保守主义;自由主义;三民主义,吉林财经大学;东北师范大学;
章玉丽;,我国农业改革和发展的根本方向:大力发展集体经济——访中国社会科学院马克思主义研究院研究员赵智奎,马克思主义研究,2016,8,12月21日,中国社会科学院;邓小平理论;土地流转;前沿问题研究;范畴体系;农业改革;家庭农场;资格评审;社会发展战略;两个飞跃;,渤海大学;中国社会科学院马克思主义学院;
刘超;,西学东渐与新史学“三变”——兼论新史学的国际流变及中国学人的民族主体性诉求,清华大学学报(哲学社会科学版),2016,5,14-34+193,广义新史学;国际流变;民族主体性;近代转型;体制化;清华大学,清华大学教育研究院;
陈世华;,博采众长:传播政治经济学的跨学科取向,国际新闻界,2016,8,18-35,传播政治经济学;跨学科;种族;民族志;文化研究,南昌大学新闻与传播学院;
斯琴格日乐;,论网络时代边疆民族地区青年的国家民族意识表达,云南民族大学学报(哲学社会科学版),2016,1,9月14日,边疆民族地区青年;国家民族意识;网络时代;文化价值观,内蒙古科技大学文法学院;
钟明华;洪志雄;,维护我国意识形态安全的路径思考,思想理论教育,2016,1,45-48,意识形态安全;理论优势;社会思潮,中山大学马克思主义学院;
赵建常;柳青青;,“荒诞”与“反抗”——试论加缪对中国大陆新时期以来文学批评的若干影响,文艺评论,2016,1,93-98,加缪;荒诞小说;文学创作;文学思潮;史铁生;文学评论;当代文学;文学批评;余华小说;反抗者;,山西大学;
成涛;,转型时期社会主流意识形态培育研究,湖南社会科学,2016,1,45-47,转型时期;社会冲突;主流意识;培育,湖南工业职业技术学院组织人事处;
徐海波;,香港社会思潮分析及有效引导的机制和途径,新视野,2016,1,32-37,香港社会思潮;民族认同;文化认同;国家认同,深圳大学社会科学学院;
张军;张俊华;,当代社会思潮对我国主流意识形态的影响分析,理论探讨,2016,1,73-76,当代社会思潮;主流意识形态;自由主义;民族主义;“新左派”,哈尔滨理工大学电气与电子工程学院;哈尔滨理工大学学术理论研究部;
刘艳萍;,影响大学生核心价值观培育的社会环境因素论析,毛泽东思想研究,2016,1,149-152,大学生;社会主义核心价值观;社会转型;社会思潮;网络舆情,包头师范学院马克思主义学院;
汪雪;,马克思主义意识形态理论的逻辑辩证及其整合机制,求索,2016,1,119-123,马克思主义;意识形态;现实矛盾;整合,广东外语外贸大学马克思主义学院;
左鹏;,在引领多样化社会思潮中巩固意识形态阵地,思想教育研究,2016,1,21-23,多样化社会;舆论力量;中心工作;全面深化改革;新兴传媒;时代化;颜色革命;改革开放史;政治原则;分清是非;,北京科技大学马克思主义学院;
林伯海;易刚;,当代社会思潮研究应遵循的三大原则,思想教育研究,2016,1,25-27,政治性原则;思潮研究;学术流派;发展阶段;三大原则;实践性原则;社会文化意识;意识形态安全;国家意识形态;科学性原则;,西南交通大学马克思主义学院;
彭庆红;李洁;,社会思潮的研究范式转换与应对策略调整,思想教育研究,2016,1,27-29,范式转换;策略调整;思潮研究;媒体时代;现代化实践;综合性原则;思潮影响;全面深化改革;个案研究;网络新媒体;,北京科技大学马克思主义学院;
李啸闻;,强制阐释:对西方社会思潮的整体性批判立场,思想教育研究,2016,2,53-57,社会思潮;强制阐释;新自由主义;宪政主义;历史虚无主义,中国社会科学院马克思主义学院;山东大学医学院;
王易;,社会思潮是高校思想政治教育的重要内容,思想教育研究,2016,1,23-25,思想政治教育;思想理论动态;前沿阵地;大学生思维;政治理论课;思想文化交流;多元文化背景;意义研究;思想道德状况;同辈群体;,中国人民大学马克思主义学院;
王晓曦;黄陈晨;,论社会思潮冲击下中国梦话语权在青年大学生群体中的确立,思想理论教育导刊,2016,2,93-98,社会思潮;中国梦;话语权;大学生,武汉科技大学马克思主义学院;
王昊;,明代中后期宗教通俗文学的意图叙事分析,厦门大学学报(哲学社会科学版),2016,2,38-45,意图叙事;三教合一;心学;劝惩;修心;合情,西北大学历史学院;
乔凤岐;,“名教”与“自然”之辩及向秀对二者关系的调和,郑州大学学报(哲学社会科学版),2016,2,120-124+160,名教;自然;玄学;向秀,许昌学院魏晋文化研究中心;
乔以钢;姜瑀;,多重视角下的乱伦叙事——以《父亲》《打出幽灵塔》为中心,南开学报(哲学社会科学版),2016,2,86-94,庐隐;《父亲》;白薇;《打出幽灵塔》;乱伦叙事;性别,南开大学文学院中文系;
贾雪丽;,消费主义思潮及对社会价值观的影响,齐鲁学刊,2016,1,85-90,消费主义;思潮;价值观,北京师范大学马克思主义学院;
张隽隽;,遗忘与重读——对电影《武松与潘金莲》的考察和辨析,当代电影,2016,3,123-128,《潘金莲》《武松与潘金莲》欧阳予倩;吴村;女性主义,北京大学艺术学院;
张国臣;,论马克思主义意识形态话语权建设的时代价值,学术论坛,2016,1,1月5日,马克思主义;意识形态;话语权建设;意义,河南理工大学廉洁文化研究中心;
胡小琳;,论心理认同视域下的政党主导意识形态传播机理与策略,南京政治学院学报,2016,1,28-33,意识形态;心理认同;马克思主义,复旦大学马克思主义学院;
,上海市中国特色社会主义理论体系研究中心,红旗文稿,2016,5,42,理论体系研究;协同研究;邓小平理论研究;团结凝聚;研究成果;中国特色;宣传部领导;,
